Entity,Code,Year,"Employment to population ratio, 15+, female (%) (national estimate)"
Pakistan,PAK,1994,13.87
Pakistan,PAK,1995,12.06
Pakistan,PAK,1997,14.05
Pakistan,PAK,1998,14.51
Pakistan,PAK,2000,13.97
Pakistan,PAK,2002,14.72
Pakistan,PAK,2004,16.95
Pakistan,PAK,2006,19.02
Pakistan,PAK,2007,19.42
Pakistan,PAK,2008,19.87
Pakistan,PAK,2009,20.97
Pakistan,PAK,2010,21.93
Pakistan,PAK,2011,22.23
Pakistan,PAK,2013,22.1
Pakistan,PAK,2014,22.75
Pakistan,PAK,2015,22.74
Pakistan,PAK,2018,20.86
Pakistan,PAK,2019,22.05
Pakistan,PAK,2021,22.28
Palau,PLW,2000,47.25
Palau,PLW,2014,54.59
Palestine,PSE,2000,11.31
Palestine,PSE,2001,8.94
Palestine,PSE,2002,8.68
Palestine,PSE,2003,10.48
Palestine,PSE,2004,10.81
Palestine,PSE,2005,10.5
Palestine,PSE,2006,11.57
Palestine,PSE,2007,12.69
Palestine,PSE,2008,11.68
Palestine,PSE,2009,11.49
Palestine,PSE,2010,10.85
Palestine,PSE,2011,11.94
Palestine,PSE,2012,11.78
Palestine,PSE,2013,11.3
Palestine,PSE,2014,12.03
Palestine,PSE,2015,11.62
Palestine,PSE,2016,10.62
Palestine,PSE,2017,9.92
Palestine,PSE,2018,10.07
Palestine,PSE,2019,10.61
Palestine,PSE,2020,9.66
Palestine,PSE,2021,9.83
Panama,PAN,1979,30.17
Panama,PAN,1983,28.66
Panama,PAN,1984,29.25
Panama,PAN,1985,30.51
Panama,PAN,1986,29.7
Panama,PAN,1988,28.23
Panama,PAN,1989,29.72
Panama,PAN,1991,29.6
Panama,PAN,1992,31.3
Panama,PAN,1993,32.42
Panama,PAN,1994,32.99
Panama,PAN,1995,33.98
Panama,PAN,1997,35.31
Panama,PAN,1998,35.66
Panama,PAN,1999,35.9
Panama,PAN,2000,34.1
Panama,PAN,2001,34
Panama,PAN,2002,37.06
Panama,PAN,2003,37.64
Panama,PAN,2004,38.79
Panama,PAN,2005,40.66
Panama,PAN,2006,39.99
Panama,PAN,2007,41.9
Panama,PAN,2008,43.6
Panama,PAN,2009,43.99
Panama,PAN,2010,43.5
Panama,PAN,2011,43.53
Panama,PAN,2012,45.65
Panama,PAN,2013,46.8
Panama,PAN,2014,46.83
Panama,PAN,2015,47.61
Panama,PAN,2016,47.66
Panama,PAN,2017,47.21
Panama,PAN,2018,48.82
Panama,PAN,2019,50.18
Panama,PAN,2020,40.06
Panama,PAN,2021,41.75
Papua New Guinea,PNG,2010,47.07
Paraguay,PRY,1993,51.42
Paraguay,PRY,1994,52.33
Paraguay,PRY,1996,46.6
Paraguay,PRY,1998,45.68
Paraguay,PRY,1999,44.87
Paraguay,PRY,2001,48.78
Paraguay,PRY,2002,45.76
Paraguay,PRY,2003,47.43
Paraguay,PRY,2004,52.26
Paraguay,PRY,2005,52.27
Paraguay,PRY,2006,47.84
Paraguay,PRY,2007,50.69
Paraguay,PRY,2008,50.66
Paraguay,PRY,2009,51.52
Paraguay,PRY,2010,49.82
Paraguay,PRY,2011,51.21
Paraguay,PRY,2012,56.65
Paraguay,PRY,2013,55.03
Paraguay,PRY,2014,50.98
Paraguay,PRY,2015,52.41
Paraguay,PRY,2016,52.74
Paraguay,PRY,2017,53.77
Paraguay,PRY,2018,54.99
Paraguay,PRY,2019,55.35
Paraguay,PRY,2020,51.57
Paraguay,PRY,2021,54.23
Peru,PER,1990,42.3
Peru,PER,1991,40.5
Peru,PER,1992,38.3
Peru,PER,1993,40.6
Peru,PER,1994,41.1
Peru,PER,1995,45.7
Peru,PER,1997,50.51
Peru,PER,1998,50.96
Peru,PER,1999,53.95
Peru,PER,2000,48.6
Peru,PER,2001,50.8
Peru,PER,2002,65.01
Peru,PER,2003,59.3
Peru,PER,2004,63.42
Peru,PER,2005,61.06
Peru,PER,2006,64.25
Peru,PER,2007,66.88
Peru,PER,2008,67.02
Peru,PER,2009,67.57
Peru,PER,2010,69
Peru,PER,2011,68.46
Peru,PER,2012,68.22
Peru,PER,2013,67.37
Peru,PER,2014,66.88
Peru,PER,2015,65.33
Peru,PER,2016,64.97
Peru,PER,2017,66.63
Peru,PER,2018,67.1
Peru,PER,2019,67.38
Peru,PER,2020,55.63
Peru,PER,2021,61.17
Philippines,PHL,1975,22.04
Philippines,PHL,1976,20.97
Philippines,PHL,1978,43.66
Philippines,PHL,1983,45.85
Philippines,PHL,1985,44.05
Philippines,PHL,1987,43.03
Philippines,PHL,1988,43.38
Philippines,PHL,1989,42.48
Philippines,PHL,1990,42.85
Philippines,PHL,1995,43.72
Philippines,PHL,1996,44.44
Philippines,PHL,1997,41.8
Philippines,PHL,1998,41.55
Philippines,PHL,1999,42.94
Philippines,PHL,2000,42.52
Philippines,PHL,2001,45.7
Philippines,PHL,2002,46.19
Philippines,PHL,2003,45.13
Philippines,PHL,2004,44.78
Philippines,PHL,2005,45.35
Philippines,PHL,2006,45.43
Philippines,PHL,2007,45.72
Philippines,PHL,2008,45.07
Philippines,PHL,2009,45.78
Philippines,PHL,2010,46.19
Philippines,PHL,2011,46.96
Philippines,PHL,2012,46.55
Philippines,PHL,2013,46.4
Philippines,PHL,2014,47.21
Philippines,PHL,2015,47.01
Philippines,PHL,2016,46.7
Philippines,PHL,2017,43.7
Philippines,PHL,2018,44.18
Philippines,PHL,2019,45.24
Philippines,PHL,2020,41.38
Philippines,PHL,2021,42.37
Poland,POL,1992,53.13
Poland,POL,1993,52.13
Poland,POL,1994,51.87
Poland,POL,1995,51.78
Poland,POL,1996,51.82
Poland,POL,1997,43.49
Poland,POL,1998,43.87
Poland,POL,1999,42.9
Poland,POL,2000,40.93
Poland,POL,2001,40.24
Poland,POL,2002,38.88
Poland,POL,2003,38.44
Poland,POL,2004,38.01
Poland,POL,2005,38.56
Poland,POL,2006,39.65
Poland,POL,2007,41.48
Poland,POL,2008,42.9
Poland,POL,2009,43.18
Poland,POL,2010,42.82
Poland,POL,2011,42.79
Poland,POL,2012,42.89
Poland,POL,2013,42.81
Poland,POL,2014,43.85
Poland,POL,2015,44.7
Poland,POL,2016,45.33
Poland,POL,2017,46.05
Poland,POL,2018,46.6
Poland,POL,2019,46.42
Poland,POL,2020,46.32
Poland,POL,2021,47.85
Portugal,PRT,1978,39.34
Portugal,PRT,1979,40.83
Portugal,PRT,1980,40.49
Portugal,PRT,1981,41.84
Portugal,PRT,1982,41.56
Portugal,PRT,1984,44.09
Portugal,PRT,1985,41.45
Portugal,PRT,1986,40.23
Portugal,PRT,1987,41.85
Portugal,PRT,1988,42.71
Portugal,PRT,1989,43.7
Portugal,PRT,1990,44.44
Portugal,PRT,1991,47.09
Portugal,PRT,1992,47.1
Portugal,PRT,1993,46.38
Portugal,PRT,1994,45.72
Portugal,PRT,1995,45.62
Portugal,PRT,1996,45.17
Portugal,PRT,1997,45.73
Portugal,PRT,1998,48.94
Portugal,PRT,1999,49.65
Portugal,PRT,2000,50.22
Portugal,PRT,2001,50.8
Portugal,PRT,2002,51.2
Portugal,PRT,2003,50.8
Portugal,PRT,2004,50.39
Portugal,PRT,2005,50.52
Portugal,PRT,2006,50.59
Portugal,PRT,2007,50.64
Portugal,PRT,2008,50.94
Portugal,PRT,2009,50.03
Portugal,PRT,2010,49.24
Portugal,PRT,2011,47.49
Portugal,PRT,2012,46.21
Portugal,PRT,2013,45.28
Portugal,PRT,2014,46.11
Portugal,PRT,2015,46.89
Portugal,PRT,2016,47.53
Portugal,PRT,2017,49.01
Portugal,PRT,2018,50.43
Portugal,PRT,2019,50.87
Portugal,PRT,2020,49.83
Portugal,PRT,2021,50.11
Puerto Rico,PRI,1976,22.77
Puerto Rico,PRI,1977,22.42
Puerto Rico,PRI,1978,22.08
Puerto Rico,PRI,1979,22.07
Puerto Rico,PRI,1981,21.6
Puerto Rico,PRI,1982,20.18
Puerto Rico,PRI,1983,22.91
Puerto Rico,PRI,1984,23.91
Puerto Rico,PRI,1985,23.94
Puerto Rico,PRI,1986,26.22
Puerto Rico,PRI,1987,27.75
Puerto Rico,PRI,1988,29.77
Puerto Rico,PRI,1990,29.64
Puerto Rico,PRI,1991,29.8
Puerto Rico,PRI,1992,29.09
Puerto Rico,PRI,1993,29.72
Puerto Rico,PRI,1995,30.59
Puerto Rico,PRI,1996,31.57
Puerto Rico,PRI,1997,31.63
Puerto Rico,PRI,1998,31.44
Puerto Rico,PRI,1999,31.4
Puerto Rico,PRI,2000,32.03
Puerto Rico,PRI,2002,31.49
Puerto Rico,PRI,2003,32.33
Puerto Rico,PRI,2004,32.45
Puerto Rico,PRI,2005,34.05
Puerto Rico,PRI,2006,34.19
Puerto Rico,PRI,2007,33.79
Puerto Rico,PRI,2008,32.86
Puerto Rico,PRI,2010,29.8
Puerto Rico,PRI,2011,29
Puerto Rico,PRI,2012,29.5
Puerto Rico,PRI,2015,28.86
Qatar,QAT,1997,33.63
Qatar,QAT,2004,39.02
Qatar,QAT,2007,48.04
Qatar,QAT,2009,48.19
Qatar,QAT,2010,50.8
Qatar,QAT,2011,50.39
Qatar,QAT,2012,50.92
Qatar,QAT,2013,52.31
Qatar,QAT,2014,54.32
Qatar,QAT,2015,59.67
Qatar,QAT,2016,60.46
Qatar,QAT,2017,57.63
Qatar,QAT,2018,57.63
Qatar,QAT,2019,57.38
Qatar,QAT,2020,56.61
Romania,ROU,1995,55.4
Romania,ROU,1997,56.17
Romania,ROU,1998,55.39
Romania,ROU,1999,55.43
Romania,ROU,2000,54.49
Romania,ROU,2001,53.65
Romania,ROU,2002,47.39
Romania,ROU,2003,45.94
Romania,ROU,2004,45.71
Romania,ROU,2005,43.86
Romania,ROU,2006,44.91
Romania,ROU,2007,44.89
Romania,ROU,2008,44.62
Romania,ROU,2009,43.91
Romania,ROU,2010,43.33
Romania,ROU,2011,43.11
Romania,ROU,2012,43.43
Romania,ROU,2013,43.08
Romania,ROU,2014,43.34
Romania,ROU,2015,42.58
Romania,ROU,2016,42.22
Romania,ROU,2017,44.03
Romania,ROU,2018,44.04
Romania,ROU,2019,44.02
Romania,ROU,2020,43.21
Romania,ROU,2021,38.95
Russia,RUS,1992,60.76
Russia,RUS,1993,57.98
Russia,RUS,1994,54.36
Russia,RUS,1995,52.94
Russia,RUS,1996,51.91
Russia,RUS,1997,49.52
Russia,RUS,1998,47.92
Russia,RUS,1999,52.01
Russia,RUS,2000,53.81
Russia,RUS,2001,53.85
Russia,RUS,2002,55.51
Russia,RUS,2003,55.27
Russia,RUS,2004,56.26
Russia,RUS,2005,57.2
Russia,RUS,2006,57.81
Russia,RUS,2007,58.89
Russia,RUS,2008,58.53
Russia,RUS,2009,57.74
Russia,RUS,2010,58.01
Russia,RUS,2011,59.17
Russia,RUS,2012,60.06
Russia,RUS,2013,59.78
Russia,RUS,2014,60.29
Russia,RUS,2015,60.08
Russia,RUS,2016,60.42
Russia,RUS,2017,52.84
Russia,RUS,2018,53.19
Russia,RUS,2019,52.91
Russia,RUS,2020,52.07
Russia,RUS,2021,52.77
Rwanda,RWA,1989,88.5
Rwanda,RWA,1996,92.84
Rwanda,RWA,2002,76.83
Rwanda,RWA,2014,82.68
Rwanda,RWA,2017,47.88
Rwanda,RWA,2018,48.09
Rwanda,RWA,2019,45.68
Rwanda,RWA,2020,49.41
Rwanda,RWA,2021,43.42
Saint Kitts and Nevis,KNA,1980,39.99
Saint Kitts and Nevis,KNA,1991,54.33
Saint Kitts and Nevis,KNA,2001,61.67
Saint Lucia,LCA,1993,47.8
Saint Lucia,LCA,2000,65.8
Saint Lucia,LCA,2003,44.94
Saint Lucia,LCA,2004,46.3
Saint Lucia,LCA,2005,46.9
Saint Lucia,LCA,2006,48.2
Saint Lucia,LCA,2007,48.3
Saint Lucia,LCA,2008,44.68
Saint Lucia,LCA,2009,48.08
Saint Lucia,LCA,2011,49.31
Saint Lucia,LCA,2012,50.88
Saint Lucia,LCA,2013,48.24
Saint Lucia,LCA,2017,51.21
Saint Lucia,LCA,2018,51.18
Saint Lucia,LCA,2019,54.02
Saint Lucia,LCA,2020,48.47
Saint Lucia,LCA,2021,50.22
Samoa,WSM,1976,38.7
Samoa,WSM,2001,30.29
Samoa,WSM,2006,32.84
Samoa,WSM,2008,34.4
Samoa,WSM,2012,21.88
Samoa,WSM,2014,21.89
Samoa,WSM,2017,35.13
San Marino,SMR,1985,43.67
San Marino,SMR,1986,44.83
San Marino,SMR,1987,45.65
San Marino,SMR,1988,46.41
San Marino,SMR,1989,46.51
San Marino,SMR,1990,46.94
San Marino,SMR,1991,48.78
San Marino,SMR,1992,49.78
San Marino,SMR,1993,50.3
San Marino,SMR,1995,51.68
San Marino,SMR,1996,51.65
San Marino,SMR,1997,52.83
San Marino,SMR,1998,53.4
San Marino,SMR,2015,77.28
San Marino,SMR,2019,79.49
San Marino,SMR,2020,77.01
San Marino,SMR,2021,80.91
Sao Tome and Principe,STP,1991,35.21
Sao Tome and Principe,STP,2000,27.5
Sao Tome and Principe,STP,2006,21.71
Saudi Arabia,SAU,1992,13.8
Saudi Arabia,SAU,1999,15.5
Saudi Arabia,SAU,2000,14.4
Saudi Arabia,SAU,2001,14.1
Saudi Arabia,SAU,2002,13.7
Saudi Arabia,SAU,2006,15.8
Saudi Arabia,SAU,2015,16.8
Saudi Arabia,SAU,2017,15.81
Saudi Arabia,SAU,2018,17.41
Saudi Arabia,SAU,2019,19.4
Saudi Arabia,SAU,2020,22.79
Senegal,SEN,1991,49.7
Senegal,SEN,2006,29.31
Senegal,SEN,2011,38.38
Senegal,SEN,2015,31.98
Senegal,SEN,2016,37.47
Senegal,SEN,2017,34.89
Senegal,SEN,2018,36.33
Senegal,SEN,2019,36.33
Serbia,SRB,2005,32.91
Serbia,SRB,2006,32.02
Serbia,SRB,2007,33.81
Serbia,SRB,2008,36.46
Serbia,SRB,2009,33.98
Serbia,SRB,2010,31.14
Serbia,SRB,2011,28.99
Serbia,SRB,2012,28.73
Serbia,SRB,2013,30.8
Serbia,SRB,2014,34.9
Serbia,SRB,2015,35.31
Serbia,SRB,2016,38.13
Serbia,SRB,2017,39.68
Serbia,SRB,2018,40.29
Serbia,SRB,2019,41.88
Serbia,SRB,2020,42.13
Serbia,SRB,2021,44.28
Seychelles,SYC,2011,59.14
Seychelles,SYC,2014,64.24
Seychelles,SYC,2015,64.01
Seychelles,SYC,2016,63.41
Seychelles,SYC,2017,64.37
Seychelles,SYC,2018,64.3
Seychelles,SYC,2019,61.62
Seychelles,SYC,2020,62
Sierra Leone,SLE,2003,62.3
Sierra Leone,SLE,2004,67.51
Sierra Leone,SLE,2014,54.16
Sierra Leone,SLE,2018,50.45
Singapore,SGP,1975,32.96
Singapore,SGP,1976,34.65
Singapore,SGP,1977,36.23
Singapore,SGP,1978,38.48
Singapore,SGP,1979,40.18
Singapore,SGP,1980,42.8
Singapore,SGP,1982,47.02
Singapore,SGP,1983,47.39
Singapore,SGP,1984,48.14
Singapore,SGP,1985,46.02
Singapore,SGP,1986,45.55
Singapore,SGP,1987,47.85
Singapore,SGP,1988,50.05
Singapore,SGP,1989,51.88
Singapore,SGP,1991,37.09
Singapore,SGP,1992,41.28
Singapore,SGP,1993,40.06
Singapore,SGP,1994,40.41
Singapore,SGP,1995,38.76
Singapore,SGP,1996,39.65
Singapore,SGP,1997,39.03
Singapore,SGP,1998,37.66
Singapore,SGP,1999,48.1
Singapore,SGP,2000,46.89
Singapore,SGP,2001,49.6
Singapore,SGP,2002,47.7
Singapore,SGP,2003,47.7
Singapore,SGP,2004,48.1
Singapore,SGP,2006,51.58
Singapore,SGP,2007,50.76
Singapore,SGP,2008,53.16
Singapore,SGP,2009,51.57
Singapore,SGP,2010,53.97
Singapore,SGP,2011,54.51
Singapore,SGP,2012,55.27
Singapore,SGP,2013,55.55
Singapore,SGP,2014,56.23
Singapore,SGP,2015,58.04
Singapore,SGP,2016,57.68
Singapore,SGP,2017,57.21
Singapore,SGP,2018,57.76
Singapore,SGP,2019,58.32
Singapore,SGP,2020,57.73
Singapore,SGP,2021,61.45
Slovakia,SVK,1994,44.12
Slovakia,SVK,1995,44.4
Slovakia,SVK,1996,45.65
Slovakia,SVK,1997,45.12
Slovakia,SVK,1998,44.75
Slovakia,SVK,1999,43.41
Slovakia,SVK,2000,42.56
Slovakia,SVK,2001,43.08
Slovakia,SVK,2002,42.55
Slovakia,SVK,2003,43.5
Slovakia,SVK,2004,42.46
Slovakia,SVK,2005,42.46
Slovakia,SVK,2006,43.24
Slovakia,SVK,2007,44.19
Slovakia,SVK,2008,45.44
Slovakia,SVK,2009,43.86
Slovakia,SVK,2010,43.41
Slovakia,SVK,2011,43.31
Slovakia,SVK,2012,43.32
Slovakia,SVK,2013,43.63
Slovakia,SVK,2014,45.2
Slovakia,SVK,2015,45.27
Slovakia,SVK,2016,46.91
Slovakia,SVK,2017,48.27
Slovakia,SVK,2018,48.64
Slovakia,SVK,2019,49.18
Slovakia,SVK,2020,48.23
Slovakia,SVK,2021,51.15
Slovenia,SVN,1993,46.91
Slovenia,SVN,1994,47.04
Slovenia,SVN,1995,48.46
Slovenia,SVN,1996,47.82
Slovenia,SVN,1997,48.72
Slovenia,SVN,1998,49.39
Slovenia,SVN,1999,47.61
Slovenia,SVN,2000,47.78
Slovenia,SVN,2001,48.1
Slovenia,SVN,2002,47.67
Slovenia,SVN,2003,46.48
Slovenia,SVN,2004,48.9
Slovenia,SVN,2005,49.18
Slovenia,SVN,2006,49.44
Slovenia,SVN,2007,50.22
Slovenia,SVN,2008,50.96
Slovenia,SVN,2009,50.5
Slovenia,SVN,2010,49.52
Slovenia,SVN,2011,48.05
Slovenia,SVN,2012,47.34
Slovenia,SVN,2013,45.97
Slovenia,SVN,2014,46.72
Slovenia,SVN,2015,46.68
Slovenia,SVN,2016,47.54
Slovenia,SVN,2017,49.78
Slovenia,SVN,2018,50.69
Slovenia,SVN,2019,50.6
Slovenia,SVN,2020,50.18
Slovenia,SVN,2021,51.17
Solomon Islands,SLB,2009,60.98
Solomon Islands,SLB,2013,83.3
Somalia,SOM,2019,16.27
South Africa,ZAF,1994,29.7
South Africa,ZAF,1995,30.1
South Africa,ZAF,1996,27.3
South Africa,ZAF,1997,22.4
South Africa,ZAF,1998,25.7
South Africa,ZAF,1999,29.8
South Africa,ZAF,2000,27.42
South Africa,ZAF,2001,26.85
South Africa,ZAF,2002,23.93
South Africa,ZAF,2003,24.22
South Africa,ZAF,2004,24.18
South Africa,ZAF,2005,25.32
South Africa,ZAF,2006,25.97
South Africa,ZAF,2007,27.07
South Africa,ZAF,2008,41.02
South Africa,ZAF,2009,40.11
South Africa,ZAF,2010,35.21
South Africa,ZAF,2011,38.17
South Africa,ZAF,2012,37.69
South Africa,ZAF,2013,38.04
South Africa,ZAF,2014,37.43
South Africa,ZAF,2015,38.27
South Africa,ZAF,2016,37.74
South Africa,ZAF,2017,38.77
South Africa,ZAF,2018,38.22
South Africa,ZAF,2019,37.87
South Africa,ZAF,2020,36.17
South Africa,ZAF,2021,34.55
South Asia (WB),,1994,25.075926
South Asia (WB),,2000,30.616201
South Asia (WB),,2005,27.631361
South Asia (WB),,2010,27.821014
South Asia (WB),,2012,26.139353
South Asia (WB),,2018,19.55707
South Asia (WB),,2019,22.682373
South Korea,KOR,1980,41.25
South Korea,KOR,1981,41.26
South Korea,KOR,1982,42.31
South Korea,KOR,1983,41.87
South Korea,KOR,1984,39.77
South Korea,KOR,1985,40.93
South Korea,KOR,1986,42.2
South Korea,KOR,1987,44.13
South Korea,KOR,1988,44.23
South Korea,KOR,1989,45.7
South Korea,KOR,1990,46.14
South Korea,KOR,1991,46.19
South Korea,KOR,1992,46.11
South Korea,KOR,1993,46.02
South Korea,KOR,1994,46.9
South Korea,KOR,1995,47.56
South Korea,KOR,1996,48.09
South Korea,KOR,1997,48.6
South Korea,KOR,1998,44.39
South Korea,KOR,1999,45.19
South Korea,KOR,2000,47.78
South Korea,KOR,2001,48.51
South Korea,KOR,2002,49.17
South Korea,KOR,2003,48.01
South Korea,KOR,2004,49.17
South Korea,KOR,2005,49.24
South Korea,KOR,2006,49.66
South Korea,KOR,2007,49.72
South Korea,KOR,2008,49.43
South Korea,KOR,2009,48.49
South Korea,KOR,2010,48.62
South Korea,KOR,2011,48.9
South Korea,KOR,2012,49.16
South Korea,KOR,2013,49.52
South Korea,KOR,2014,50.41
South Korea,KOR,2015,50.62
South Korea,KOR,2016,50.79
South Korea,KOR,2017,51.31
South Korea,KOR,2018,51.31
South Korea,KOR,2019,51.92
South Korea,KOR,2020,51.06
South Korea,KOR,2021,51.69
South Sudan,SSD,2008,62.11
Spain,ESP,1977,26.31
Spain,ESP,1978,25.48
Spain,ESP,1979,24.89
Spain,ESP,1980,23.71
Spain,ESP,1981,22.52
Spain,ESP,1982,22.14
Spain,ESP,1983,22.11
Spain,ESP,1984,21.34
Spain,ESP,1985,20.84
Spain,ESP,1986,20.75
Spain,ESP,1987,21.83
Spain,ESP,1988,22.85
Spain,ESP,1989,23.93
Spain,ESP,1990,24.74
Spain,ESP,1991,25.03
Spain,ESP,1992,25.87
Spain,ESP,1993,25.03
Spain,ESP,1994,24.86
Spain,ESP,1995,25.57
Spain,ESP,1996,26.3
Spain,ESP,1997,27.42
Spain,ESP,1998,28.2
Spain,ESP,1999,30.2
Spain,ESP,2000,32.43
Spain,ESP,2001,33.61
Spain,ESP,2002,35.37
Spain,ESP,2003,36.78
Spain,ESP,2004,38.24
Spain,ESP,2005,40.92
Spain,ESP,2006,42.47
Spain,ESP,2007,43.72
Spain,ESP,2008,43.89
Spain,ESP,2009,42.12
Spain,ESP,2010,41.61
Spain,ESP,2011,41.3
Spain,ESP,2012,40.06
Spain,ESP,2013,39.15
Spain,ESP,2014,39.61
Spain,ESP,2015,40.61
Spain,ESP,2016,41.7
Spain,ESP,2017,42.61
Spain,ESP,2018,43.5
Spain,ESP,2019,44.26
Spain,ESP,2020,42.62
Spain,ESP,2021,44.22
Sri Lanka,LKA,1981,15.59
Sri Lanka,LKA,1985,30.23
Sri Lanka,LKA,1994,29.31
Sri Lanka,LKA,1995,29.16
Sri Lanka,LKA,1996,29.78
Sri Lanka,LKA,1997,30.64
Sri Lanka,LKA,1998,35.55
Sri Lanka,LKA,1999,33.6
Sri Lanka,LKA,2001,28.2
Sri Lanka,LKA,2002,29.2
Sri Lanka,LKA,2005,27.2
Sri Lanka,LKA,2009,32.17
Sri Lanka,LKA,2010,31.78
Sri Lanka,LKA,2011,31.83
Sri Lanka,LKA,2012,30.89
Sri Lanka,LKA,2013,33.08
Sri Lanka,LKA,2014,32.37
Sri Lanka,LKA,2015,33.15
Sri Lanka,LKA,2016,33.37
Sri Lanka,LKA,2017,34.25
Sri Lanka,LKA,2018,31.18
Sri Lanka,LKA,2019,31.9
Sudan,SDN,2008,25.3
Sudan,SDN,2011,19.62
Suriname,SUR,1990,34.49
Suriname,SUR,1992,29.66
Suriname,SUR,1993,30.97
Suriname,SUR,1994,28.61
Suriname,SUR,1995,29.04
Suriname,SUR,1999,26.25
Suriname,SUR,2009,42.86
Suriname,SUR,2010,41.67
Suriname,SUR,2011,43.22
Suriname,SUR,2012,43.78
Suriname,SUR,2013,43.03
Suriname,SUR,2014,44.47
Suriname,SUR,2015,42.19
Suriname,SUR,2016,40.3
Sweden,SWE,1975,53.06
Sweden,SWE,1990,69.93
Sweden,SWE,1991,68.61
Sweden,SWE,1992,66.09
Sweden,SWE,1993,62.5
Sweden,SWE,1994,61.33
Sweden,SWE,1995,60.97
Sweden,SWE,1996,52.44
Sweden,SWE,1997,50.99
Sweden,SWE,1998,50.58
Sweden,SWE,1999,52.55
Sweden,SWE,2000,53.64
Sweden,SWE,2001,56.04
Sweden,SWE,2002,56.01
Sweden,SWE,2003,55.96
Sweden,SWE,2004,54.95
Sweden,SWE,2005,54.43
Sweden,SWE,2006,54.94
Sweden,SWE,2007,55.83
Sweden,SWE,2008,55.88
Sweden,SWE,2009,54.63
Sweden,SWE,2010,61.39
Sweden,SWE,2011,62.6
Sweden,SWE,2012,63
Sweden,SWE,2013,63.27
Sweden,SWE,2014,63.8
Sweden,SWE,2015,64.44
Sweden,SWE,2016,65.08
Sweden,SWE,2017,65.7
Sweden,SWE,2018,66.23
Sweden,SWE,2019,66.1
Sweden,SWE,2020,64.56
Sweden,SWE,2021,57.53
Switzerland,CHE,1978,33.69
Switzerland,CHE,1979,34.33
Switzerland,CHE,1980,35.32
Switzerland,CHE,1985,37.22
Switzerland,CHE,1986,38.04
Switzerland,CHE,1988,40.46
Switzerland,CHE,1989,41.76
Switzerland,CHE,1990,43.31
Switzerland,CHE,1991,50.59
Switzerland,CHE,1992,50.68
Switzerland,CHE,1993,50.51
Switzerland,CHE,1994,49.95
Switzerland,CHE,1995,50.24
Switzerland,CHE,1996,54.62
Switzerland,CHE,1997,54.68
Switzerland,CHE,1998,55.77
Switzerland,CHE,1999,56.11
Switzerland,CHE,2000,55.83
Switzerland,CHE,2001,56.79
Switzerland,CHE,2002,57.47
Switzerland,CHE,2003,56.79
Switzerland,CHE,2004,56.3
Switzerland,CHE,2005,56.32
Switzerland,CHE,2006,56.95
Switzerland,CHE,2007,57.23
Switzerland,CHE,2008,58.86
Switzerland,CHE,2009,58.78
Switzerland,CHE,2010,56.86
Switzerland,CHE,2011,57.63
Switzerland,CHE,2012,57.96
Switzerland,CHE,2013,58.14
Switzerland,CHE,2014,58.82
Switzerland,CHE,2015,59.22
Switzerland,CHE,2016,59.69
Switzerland,CHE,2017,59.44
Switzerland,CHE,2018,59.7
Switzerland,CHE,2019,60.02
Switzerland,CHE,2020,59.39
Switzerland,CHE,2021,58.92
Syria,SYR,1993,19.5
Syria,SYR,1995,23
Syria,SYR,1997,14.6
Syria,SYR,1999,18.5
Syria,SYR,2000,20.8
Syria,SYR,2001,16.51
Syria,SYR,2002,17.8
Syria,SYR,2003,14.9
Syria,SYR,2006,11.4
Syria,SYR,2007,10.46
Syria,SYR,2008,11.16
Syria,SYR,2009,10.11
Syria,SYR,2010,10.1
Tajikistan,TJK,2003,43.24
Tajikistan,TJK,2004,47.79
Tajikistan,TJK,2009,27.95
Tajikistan,TJK,2016,30.86
Tanzania,TZA,2001,81.9
Tanzania,TZA,2006,83.3
Tanzania,TZA,2010,77.23
Tanzania,TZA,2011,77.41
Tanzania,TZA,2012,79.83
Tanzania,TZA,2013,71.16
Tanzania,TZA,2014,77.97
Tanzania,TZA,2020,73.35
Thailand,THA,1976,58.43
Thailand,THA,1978,67.03
Thailand,THA,1979,64.23
Thailand,THA,1980,79.98
Thailand,THA,1982,66.69
Thailand,THA,1984,67.39
Thailand,THA,1987,72.87
Thailand,THA,1988,76.57
Thailand,THA,1989,77.73
Thailand,THA,1990,76.11
Thailand,THA,1994,70.36
Thailand,THA,1996,66.02
Thailand,THA,1997,66.98
Thailand,THA,2000,58.82
Thailand,THA,2007,62.87
Thailand,THA,2009,63.43
Thailand,THA,2010,63.28
Thailand,THA,2011,65.36
Thailand,THA,2012,64.88
Thailand,THA,2013,61.92
Thailand,THA,2014,61.18
Thailand,THA,2015,60.73
Thailand,THA,2016,59.75
Thailand,THA,2017,58.89
Thailand,THA,2018,59.21
Thailand,THA,2019,58.57
Thailand,THA,2020,58.54
Thailand,THA,2021,58.49
Togo,TGO,2006,77.7
Togo,TGO,2011,75.13
Togo,TGO,2015,60.19
Togo,TGO,2017,54.34
Tonga,TON,1984,18.58
Tonga,TON,2003,31.67
Tonga,TON,2018,41.5
Trinidad and Tobago,TTO,1971,17.13
Trinidad and Tobago,TTO,1974,17.72
Trinidad and Tobago,TTO,1978,19.89
Trinidad and Tobago,TTO,1979,30.59
Trinidad and Tobago,TTO,1981,32.47
